condition_name,exp_selected_item_name,selected_LANDLINE_ONLY,availablity_addon_LANDLINE_ONLY,selected_EVENING_WEEKEND,selected_ANYTIME_LANDLINE_MOBILE,selected_INTERNATIONAL_300,total_addon_cost_paid,exp_likelihoodToTake,demogAge,BB_current_provider,BB_current_plan,BB_current_contract_length,BB_usage_email,BB_usage_browsing,BB_usage_music_podcasts,BB_usage_TV_movies,BB_usage_video_calls,BB_usage_large_files,BB_usage_downloading_games,BB_usage_playing_games,VF_SEG_statements_1,VF_SEG_statements_2,VF_SEG_statements_3,MOB_current_mobile_provider,demogEducation,demogMaritalStatus,VF_SEG_living_arrangements,demogRegion,demogRural_urban,VF_current_landline_service,is_female,demogWorkStatus_2,demogHouseIncome_value_k,demogTotalHHSize,hh_num_under_18,has_children_under_18,is_mobile,BB_price_is_bundled,BB_current_spend_seperate_abs,BB_current_spend_bundled_abs,BB_current_time_with_provider_abs,MOB_current_mobile_plan_type_2,MOB_time_with_current_mobile_provider_abs,VF_SEGMENT,VF_current_landline_usage_bin,willing_to_wait_score
4) LL add-on at £5,2_Superfast_2,0,1,0,0,0,0,6,57,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Most days,Most days,Occasionally,Occasionally,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,3,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Scotland,Town,Yes,0,Retired,37.5,2,0,0,0,1,0,71,11,PAYG,5,Sticker,0,4.4
5) Call bundles only,3_Superfast_100,0,0,0,0,0,0,3,29,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Most days,Occasionally,Most days,Most days,2  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,EE,Masters or other higher degree,Single,I live with other members of my family.,London,City Suburb,Yes,1,Full_time,62.5,4,1,1,0,1,0,48,11,SIMO,11,Switcher,1,4.4
1) LL add-on at £0,1_Superfast_1,0,1,1,0,0,5,4,26,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Every day,Every day,Most days,Occasionally,Rarely,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,O2,A-level or equivalent,Single,I live alone.,South West England,Village,Yes,1,Unemployed_homemaker_student_other,12.5,1,0,0,1,0,30,0,1.333333333,SIMO,0,Switcher,1,4.4
2) LL add-on at £1,4_Pro_superfast_1,0,1,0,1,0,8,7,64,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Every day,Every day,Occasionally,Most days,Rarely,Occasionally,Occasionally,Occasionally,3  Neutral ,3  Neutral ,3  Neutral ,EE,GCSE or equivalent,Widowed / Divorced / Separated,I live alone.,North West England,Village,Yes,1,Full_time,17.5,1,0,0,1,1,0,55,1.666666667,SIMO,3.5,Single empty nester (45-64yrs),1,3.4
3) LL add-on at £3,2_Superfast_2,0,1,0,1,0,8,0,68,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Rarely,Rarely,Occasionally,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,3  Neutral ,Vodafone,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Retired,22.5,2,0,0,1,1,0,90,11.08333333,SIMO,11.08333333,Retired couples (>65yrs),1,3
5) Call bundles only,8_Pro_ultrafast_500,0,0,0,0,0,0,6,70,BT,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Rarely,Occasionally,Occasionally,Occasionally,Never,Never,2  Agree ,4  Agree ,2  Agree ,O2,Vocational certificate,Widowed / Divorced / Separated,I live alone.,London,City Suburb,Yes,0,Full_time,27.5,1,0,0,0,0,64,0,11,SIMO,11,Switcher,0,3.2
5) Call bundles only,3_Superfast_100,0,0,0,0,0,0,5,31,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in between 3-6 months,Occasionally,Every day,Occasionally,Every day,Every day,Occasionally,Rarely,Rarely,2  Agree ,2  Agree ,3  Neutral ,O2,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South West England,Town,Yes,1,Part_time,32.5,3,1,1,1,0,20,0,6,SIMO,11,Sticker,1,3.4
1) LL add-on at £0,1_Superfast_1,1,1,0,0,0,0,7,54,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Every day,Every day,Occasionally,Rarely,Rarely,Rarely,Never,Never,1  Strongly    Agree ,2  Agree ,2  Agree ,EE,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,North East England,Town,Yes,0,Full_time,17.5,1,0,0,1,1,0,60,8.5,PAYM,8.833333333,Single empty nester (45-64yrs),0,3.8
3) LL add-on at £3,3_Superfast_100,0,1,0,1,0,8,0,73,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Occasionally,Occasionally,Rarely,Never,Never,Never,1  Strongly    Agree ,4  Agree ,5  Strongly  Agree ,Virgin Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Town,Yes,0,Retired,37.5,2,0,0,0,1,0,87,11,SIMO,11,Switcher,1,3.4
3) LL add-on at £3,6_Pro_superfast_100,0,1,0,1,1,13,8,69,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in over a years^ time,Every day,Every day,Rarely,Rarely,Never,Never,Never,Never,3  Neutral ,5  Strongly  Agree ,5  Strongly  Agree ,Tesco Mobile,GCSE or equivalent,Single,I live alone.,South East England,Village,Yes,0,Retired,12.5,1,0,0,0,0,35,0,11.33333333,PAYM,4.75,Retired singles (>65yrs),1,3.2
4) LL add-on at £5,7_Pro_ultrafast_200,0,1,0,1,0,8,8,63,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Most days,Never,Every day,Never,Rarely,Occasionally,Occasionally,1  Strongly    Agree ,2  Agree ,4  Agree ,Virgin Mobile,Vocational certificate,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Town,Yes,0,Full_time,32.5,2,0,0,0,1,0,42,5.5,SIMO,3,Sticker,1,3.4
3) LL add-on at £3,1_Superfast_1,1,1,0,0,0,3,2,51,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Never,Rarely,Occasionally,Occasionally,Never,Never,3  Neutral ,4  Agree ,4  Agree ,Other  ,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,London,City Suburb,Yes,0,Full_time,225,2,0,0,0,1,0,38,11,SIMO,4,Empty nester couples (45-64yrs),0,5
3) LL add-on at £3,1_Superfast_1,0,1,0,0,0,0,5,51,BT,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Every day,Every day,Occasionally,Occasionally,Most days,Occasionally,Occasionally,Rarely,2  Agree ,4  Agree ,3  Neutral ,EE,Masters or other higher degree,Single,I live alone.,North West England,City Centre,Yes,0,Full_time,32.5,1,0,0,1,0,25,0,1.666666667,SIMO,7.333333333,Switcher,0,3.2
3) LL add-on at £3,8_Pro_ultrafast_500,0,1,0,1,0,8,5,28,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in less than 3 months,Every day,Most days,Every day,Most days,Most days,Every day,Most days,Most days,2  Agree ,3  Neutral ,3  Neutral ,Virgin Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,Yorkshire and the Humber,Town,Yes,0,Unemployed_seeking,3.75,4,1,1,1,0,500,0,1.833333333,SIMO,1.166666667,Older Family (min. one child >=13yrs),1,3.8
4) LL add-on at £5,7_Pro_ultrafast_200,1,1,0,0,0,5,4,69,Plusnet,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Never,Never,Occasionally,Never,Never,Never,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,giffgaff,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,South East England,City Suburb,Yes,1,Retired,17.5,1,0,0,0,1,0,24.99,2.5,SIMO,2,Sticker,1,3.4
2) LL add-on at £1,7_Pro_ultrafast_200,0,1,0,0,0,0,10,29,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Occasionally,Every day,Most days,Occasionally,Rarely,Rarely,3  Neutral ,3  Neutral ,2  Agree ,Lycamobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South East England,Town,Don't Know,1,Full_time,45,2,0,0,1,0,30,0,2.75,PAYG,3.333333333,Young couples (18-44yrs),0,3.4
5) Call bundles only,3_Superfast_100,0,0,0,1,0,8,10,64,TalkTalk,Fibre Broadband (Up to 52Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Rarely,Occasionally,Occasionally,Occasionally,Never,Never,2  Agree ,5  Strongly  Agree ,5  Strongly  Agree ,Sky Mobile,Masters or other higher degree,Widowed / Divorced / Separated,I live with my / my partners children (under 18 years old).,Scotland,City Suburb,Yes,1,Full_time,62.5,3,0,0,1,1,0,45,11.91666667,PAYM,1.333333333,Switcher,1,1.8
1) LL add-on at £0,2_Superfast_2,0,1,0,0,0,0,8,58,Vodafone,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Rarely,Occasionally,Never,Most days,Rarely,Never,Never,Never,3  Neutral ,4  Agree ,5  Strongly  Agree ,3,Vocational certificate,Widowed / Divorced / Separated,I live alone.,Yorkshire and the Humber,Town,Yes,0,Part_time,7.5,1,0,0,1,0,24,0,1.166666667,SIMO,1.166666667,Single empty nester (45-64yrs),0,4
0) Baseline,3_Superfast_100,0,0,0,1,0,8,2,74,Sky,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Most days,Every day,Occasionally,Most days,Most days,Rarely,Never,Never,4  Agree ,1  Strongly    Agree ,5  Strongly  Agree ,Sky Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South East England,Rural,Yes,0,Retired,22.5,2,0,0,0,1,0,76,4.583333333,PAYM,0.916666667,Retired couples (>65yrs),0,3.6
5) Call bundles only,3_Superfast_100,0,0,0,0,0,0,9,68,TalkTalk,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Most days,Every day,Never,Occasionally,Never,Never,Never,Never,1  Strongly    Agree ,2  Agree ,5  Strongly  Agree ,O2,Other,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,City Suburb,No,0,Retired,17.5,2,0,0,0,0,35,0,0.666666667,SIMO,0.666666667,Sticker,0,3
0) Baseline,3_Superfast_100,0,0,1,0,0,5,8,60,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Most days,Never,Never,Occasionally,Rarely,Never,Never,1  Strongly    Agree ,3  Neutral ,3  Neutral ,Tesco Mobile,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South East England,City Suburb,No,0,Full_time,125,4,2,1,0,0,44,0,11,PAYM,11,Older Family (min. one child >=13yrs),0,4.6
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,5,66,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Most days,Most days,Occasionally,Never,Never,Occasionally,Rarely,Occasionally,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,giffgaff,Masters or other higher degree,Widowed / Divorced / Separated,I live alone.,East Midlands,City Suburb,Yes,1,Part_time,27.5,1,0,0,0,0,24,0,4,PAYG,7,Sticker,0,1
2) LL add-on at £1,6_Pro_superfast_100,0,1,0,0,0,0,9,50,Virgin Media,Fast Fibre Broadband (Up to 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Most days,Every day,Occasionally,Occasionally,Never,Rarely,4  Agree ,3  Neutral ,4  Agree ,Vodafone,A-level or equivalent,Single,I live alone.,London,City Suburb,Yes,0,Full_time,22.5,1,0,0,1,1,0,63,11,PAYM,0.5,Single empty nester (45-64yrs),0,4.4
5) Call bundles only,7_Pro_ultrafast_200,0,0,0,1,0,8,3,50,John Lewis,Standard broadband (Up to 17MB/s),My contract expires in between 3-6 months,Every day,Every day,Occasionally,Rarely,Occasionally,Rarely,Never,Occasionally,1  Strongly    Agree ,3  Neutral ,3  Neutral ,EE,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with other members of my family.,South West England,Town,Yes,1,Full_time,45,3,0,0,1,0,33,0,0.5,SIMO,11.16666667,Boomerang,1,4
1) LL add-on at £0,9_Pro_gigafast_900,0,1,0,1,1,13,10,50,TalkTalk,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Every day,Every day,Most days,Occasionally,Occasionally,Every day,4  Agree ,3  Neutral ,4  Agree ,Vodafone,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,East Midlands,Village,Yes,1,Full_time,62.5,5,3,1,0,1,0,59,2.5,PAYM,1.666666667,Older Family (min. one child >=13yrs),1,3.8
5) Call bundles only,1_Superfast_1,0,0,0,0,0,0,7,65,TalkTalk,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Most days,Occasionally,Rarely,Occasionally,Occasionally,1  Strongly    Agree ,2  Agree ,4  Agree ,EE,Masters or other higher degree,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Town,Yes,0,Part_time,27.5,2,0,0,0,1,0,40,5,PAYG,9,Sticker,1,4.2
0) Baseline,4_Pro_superfast_1,0,0,1,0,0,5,5,60,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Most days,Occasionally,Never,Rarely,Occasionally,Every day,1  Strongly    Agree ,3  Neutral ,4  Agree ,Vodafone,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,West Midlands,City Suburb,Yes,1,Retired,27.5,2,0,0,1,1,0,33,2,PAYG,8,Sticker,1,3.8
3) LL add-on at £3,4_Pro_superfast_1,1,1,0,0,0,3,5,68,Plusnet,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Every day,Every day,Most days,Occasionally,Every day,Occasionally,Rarely,Never,1  Strongly    Agree ,4  Agree ,4  Agree ,giffgaff,A-level or equivalent,Widowed / Divorced / Separated,I live with other members of my family.,London,City Suburb,No,1,Retired,22.5,2,0,0,0,0,22.96,0,1,SIMO,5.5,Switcher,0,3.2
1) LL add-on at £0,7_Pro_ultrafast_200,0,1,0,1,0,8,3,66,Sky,Fast Fibre Broadband (Up to 100Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Rarely,Occasionally,Occasionally,Never,Never,2  Agree ,1  Strongly    Agree ,3  Neutral ,O2,Bachelor or first degree equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North East England,Town,Yes,0,Retired,27.5,2,0,0,1,1,0,55,5,PAYM,1.75,Retired couples (>65yrs),0,1
4) LL add-on at £5,3_Superfast_100,0,1,0,1,0,8,1,58,Sky,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Most days,Every day,Never,Most days,Rarely,Rarely,Never,Never,2  Agree ,4  Agree ,4  Agree ,Sky Mobile,Vocational certificate,Widowed / Divorced / Separated,I live with other members of my family.,London,City Suburb,Yes,1,Unemployed_homemaker_student_other,22.5,2,0,0,1,1,0,85,4.75,PAYM,1.416666667,Switcher,1,3.2
3) LL add-on at £3,3_Superfast_100,0,1,0,0,0,0,5,48,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Occasionally,Every day,Occasionally,Occasionally,Never,Never,2  Agree ,2  Agree ,5  Strongly  Agree ,3,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,South East England,Village,Yes,1,Part_time,62.5,3,1,1,0,1,0,120,11,PAYM,11,Sticker,0,3.4
4) LL add-on at £5,3_Superfast_100,0,1,1,0,0,5,6,18,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),My contract expires in between 3-6 months,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,1  Strongly    Agree ,2  Agree ,1  Strongly    Agree ,Virgin Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my / my partners children (under 18 years old).,North West England,City Suburb,Yes,1,Unemployed_homemaker_student_other,12.5,3,1,1,1,1,0,100,2.166666667,SIMO,2,Younger Family (children <=12yrs),1,3.4
4) LL add-on at £5,8_Pro_ultrafast_500,0,1,0,0,0,0,9,60,Virgin Media,Ultrafast Fibre Broadband (Over 100Mb/s),I^m not in a contract / My contract has already expired,Every day,Every day,Occasionally,Occasionally,Rarely,Rarely,Never,Never,1  Strongly    Agree ,4  Agree ,1  Strongly    Agree ,EE,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,East Midlands,City Suburb,Yes,0,Unemployed_homemaker_student_other,12.5,1,0,0,0,1,0,156,11.91666667,PAYM,5.083333333,Switcher,1,3.4
2) LL add-on at £1,2_Superfast_2,1,1,0,0,0,1,8,34,Sky,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Every day,Every day,Rarely,Most days,Never,Occasionally,Never,Never,1  Strongly    Agree ,3  Neutral ,5  Strongly  Agree ,EE,A-level or equivalent,Single,I live alone.,West Midlands,Town,No,0,Full_time,37.5,1,0,0,0,0,22,0,7.75,PAYG,11,Sticker,0,4.2
3) LL add-on at £3,3_Superfast_100,0,1,0,0,0,0,7,60,Sky,Standard broadband (Up to 17MB/s),My contract expires in less than 3 months,Most days,Every day,Every day,Most days,Occasionally,Occasionally,Rarely,Rarely,2  Agree ,3  Neutral ,4  Agree ,EE,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,North West England,Town,Yes,0,Full_time,27.5,1,0,0,1,1,0,88,6.916666667,PAYM,10.66666667,Sticker,0,3.8
4) LL add-on at £5,4_Pro_superfast_1,0,1,0,0,0,0,8,69,BT,Standard broadband (Up to 17MB/s),My contract expires in over a years^ time,Every day,Every day,Never,Most days,Occasionally,Occasionally,Never,Never,2  Agree ,2  Agree ,2  Agree ,BT Mobile,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,London,City Suburb,Yes,1,Part_time,27.5,1,0,0,0,1,0,42,7.25,PAYM,7.25,Retired singles (>65yrs),0,2.2
1) LL add-on at £0,1_Superfast_1,0,1,0,0,0,0,5,43,EE,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Occasionally,Most days,Rarely,Most days,Most days,Rarely,Never,Most days,3  Neutral ,3  Neutral ,3  Neutral ,O2,GCSE or equivalent,Single,I live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Unemployed_homemaker_student_other,12.5,1,0,0,0,0,25,0,1.583333333,PAYM,1.583333333,Young singles (18-44yrs),0,3.6
4) LL add-on at £5,2_Superfast_2,0,1,1,0,0,5,9,55,Post Office,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Every day,Never,Occasionally,Occasionally,Never,Rarely,Rarely,Occasionally,5  Strongly  Agree ,5  Strongly  Agree ,1  Strongly    Agree ,I don't have a mobile phone,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,South West England,Village,Yes,1,Unemployed_homemaker_student_other,17.5,2,0,0,0,1,0,85,10,None,0,Empty nester couples (45-64yrs),1,3.4
3) LL add-on at £3,1_Superfast_1,1,1,0,0,0,3,6,70,Virgin Media,Fibre Broadband (Up to 52Mb/s),My contract expires in less than 3 months,Most days,Never,Never,Never,Never,Rarely,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,5  Strongly  Agree ,giffgaff,Vocational certificate,Single,I live alone.,North West England,Town,Yes,0,Retired,22.5,1,0,0,1,0,29,0,8,SIMO,5,Sticker,1,4.2
3) LL add-on at £3,1_Superfast_1,0,1,0,1,0,8,6,66,EE,Standard broadband (Up to 17MB/s),I^m not in a contract / My contract has already expired,Every day,Every day,Never,Never,Never,Never,Rarely,Most days,2  Agree ,1  Strongly    Agree ,3  Neutral ,Virgin Mobile,A-level or equivalent,Widowed / Divorced / Separated,I live alone.,South East England,Town,Yes,0,Retired,22.5,1,0,0,0,1,0,25,11,SIMO,0.75,Retired singles (>65yrs),1,3
3) LL add-on at £3,5_Pro_superfast_2,1,1,0,0,0,3,5,72,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in over a years^ time,Every day,Every day,Rarely,Occasionally,Occasionally,Rarely,Never,Never,2  Agree ,4  Agree ,4  Agree ,BT Mobile,GCSE or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,North West England,Town,Yes,0,Retired,37.5,2,0,0,0,1,0,38,8.333333333,SIMO,5.25,Switcher,0,4.2
1) LL add-on at £0,7_Pro_ultrafast_200,0,1,0,1,0,8,0,68,BT,Fibre Broadband (Up to 52Mb/s),My contract expires in between 6 months and a year,Every day,Every day,Never,Never,Never,Never,Never,Never,1  Strongly    Agree ,1  Strongly    Agree ,1  Strongly    Agree ,Tesco Mobile,A-level or equivalent,Married / Civil Partnership / Living as Married,I live with my partner and we live alone.,Yorkshire and the Humber,City Suburb,Yes,0,Retired,22.5,2,0,0,1,0,25,0,7.583333333,PAYM,6.416666667,Retired couples (>65yrs),0,1.2
